county,cases,deaths,date_index_converted,county_data_length,core_jaccard,core_cosine,core_intersection,social_jaccard,politics_jaccard,politics_democratic_love_jaccard,nationalistic_jaccard,politics_republican_hate_jaccard,entertainment_jaccard,sports_jaccard,race_jaccard,economy_jaccard,foreign_jaccard,religion_jaccard,health_jaccard,politics_republican_love_jaccard,health_technology_jaccard,politics_democratic_hate_jaccard,domestic_jaccard,illness_jaccard,ideology_jaccard,education_jaccard,gender_jaccard,social_cosine,politics_cosine,politics_democratic_love_cosine,nationalistic_cosine,politics_republican_hate_cosine,entertainment_cosine,sports_cosine,race_cosine,economy_cosine,foreign_cosine,religion_cosine,health_cosine,politics_republican_love_cosine,health_technology_cosine,politics_democratic_hate_cosine,domestic_cosine,illness_cosine,ideology_cosine,education_cosine,gender_cosine,social_intersection,politics_intersection,politics_democratic_love_intersection,nationalistic_intersection,politics_republican_hate_intersection,entertainment_intersection,sports_intersection,race_intersection,economy_intersection,foreign_intersection,religion_intersection,health_intersection,politics_republican_love_intersection,health_technology_intersection,politics_democratic_hate_intersection,domestic_intersection,illness_intersection,ideology_intersection,education_intersection,gender_intersection,core_jaccard_normalized,core_cosine_normalized,core_intersection_normalized,ideology_jaccard_normalized,race_jaccard_normalized,economy_jaccard_normalized,sports_jaccard_normalized,foreign_jaccard_normalized,domestic_jaccard_normalized,nationalistic_jaccard_normalized,politics_democratic_love_jaccard_normalized,health_technology_jaccard_normalized,education_jaccard_normalized,gender_jaccard_normalized,religion_jaccard_normalized,social_jaccard_normalized,politics_republican_love_jaccard_normalized,politics_jaccard_normalized,entertainment_jaccard_normalized,politics_republican_hate_jaccard_normalized,politics_democratic_hate_jaccard_normalized,health_jaccard_normalized,illness_jaccard_normalized,ideology_cosine_normalized,race_cosine_normalized,economy_cosine_normalized,sports_cosine_normalized,foreign_cosine_normalized,domestic_cosine_normalized,nationalistic_cosine_normalized,politics_democratic_love_cosine_normalized,health_technology_cosine_normalized,education_cosine_normalized,gender_cosine_normalized,religion_cosine_normalized,social_cosine_normalized,politics_republican_love_cosine_normalized,politics_cosine_normalized,entertainment_cosine_normalized,politics_republican_hate_cosine_normalized,politics_democratic_hate_cosine_normalized,health_cosine_normalized,illness_cosine_normalized,ideology_intersection_normalized,race_intersection_normalized,economy_intersection_normalized,sports_intersection_normalized,foreign_intersection_normalized,domestic_intersection_normalized,nationalistic_intersection_normalized,politics_democratic_love_intersection_normalized,health_technology_intersection_normalized,education_intersection_normalized,gender_intersection_normalized,religion_intersection_normalized,social_intersection_normalized,politics_republican_love_intersection_normalized,politics_intersection_normalized,entertainment_intersection_normalized,politics_republican_hate_intersection_normalized,politics_democratic_hate_intersection_normalized,health_intersection_normalized,illness_intersection_normalized,total_pop,percent_25_34,percent_highschool,labor_force_rate,unemployment_rate,median_housing_cost,median_household_earnings,median_worker_earnings,percent_insured,percent_married,poverty_rate,median_property_value,percent_white
Greene,0,0,day_6,525,0,0,0,0.000105062,0,0,5.77E-05,2.35E-05,0,1.58E-05,0,0,0,0,0,0,0,0,6.51E-05,0,0,0,0,0.001364639,0,0,0.000197515,0.000150585,0,0.000173519,0,0,0,0,0,0,0,0,0.000673508,0,0,0,0,0.024761905,0,0,0.001904762,0.001904762,0,0.003809524,0,0,0,0,0,0,0,0,0.015238095,0,0,0,0,0,0,0,0,0,0,0.007541179,0,0.00764925,0.011078401,0,0,0,0,0,0.024689571,0,0,0,0.006391999,0,0,0,0,0,0,0.010515172,0,0.010280653,0.009331408,0,0,0,0,0,0.02091952,0,0,0,0.004579369,0,0,0,0,0,0,0.007477955,0,0.007619048,0.011428572,0,0,0,0,0,0.024761905,0,0,0,0.006476191,0,0,0,164192,13.2,92.8,62.6,5.7,964,60113,30416,94.4,51.7,12.3,163500,0.861920218
Trumbull,14,0,day_79,530,8.78E-05,0.000425235,0.00754717,7.94E-05,0,0,0,0,3.78E-05,1.56E-05,0,1.44E-05,0,0,0,0,0,0,4.85E-05,7.29E-05,0,0,0,0.000722017,0,0,0,0,0.000354139,0.00020748,0,0.00016485,0,0,0,0,0,0,0.000399507,0.000479555,0,0,0,0.018867925,0,0,0,0,0.013207547,0.003773585,0,0.001886792,0,0,0,0,0,0,0.011320755,0.009433962,0,0,0,0.03766131,0.023239265,0.03773585,0,0,0.003862629,0.007445721,0,0.00569875,0,0,0,0,0,0,0.018659001,0,0,0.026261508,0,0,0,0.048970971,0,0,0.003863436,0.012573194,0,0.00609821,0,0,0,0,0,0,0.011068311,0,0,0.014821698,0,0,0,0.043573584,0,0,0.003863431,0.007407408,0,0.005660378,0,0,0,0,0,0,0.018867925,0,0,0.026415094,0,0,0,0.048407051,206373,11.1,89,56.4,5.9,661,43073,25800,91.7,49.1,17.2,101600,0.885723981
Sandusky,0,0,day_5,621,0,0,0,1.36E-05,0,3.50E-05,0,0,1.39E-05,0.000113232,0,8.54E-05,0,0,0,0,0,0,0,0,0,0,0,0.000147929,0,0.000237427,0,0,0.000160912,0.001348359,0,0.000783454,0,0,0,0,0,0,0,0,0,0,0,0.003220612,0,0.001610306,0,0,0.004830918,0.027375201,0,0.011272142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022907535,0.054044482,0,0,0,0.013920132,0,0,0,0,0.003196,0,0,0.009657009,0,0,0,0,0,0,0.018361084,0.081709942,0,0,0,0.016039428,0,0,0,0,0.002267709,0,0,0.006734613,0,0,0,0,0,0,0.023081053,0.053736506,0,0,0,0.013756614,0,0,0,0,0.003220612,0,0,0.009661836,0,0,0,0,60187,11,89.5,63.3,5.4,717,47209,26196,93,50.7,13.6,111900,0.898671905
Hardin,140,0,day_113,58,0,0,0,7.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000795286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017178501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012191504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,0,0,0,0,0,0,0,31736,10.2,89,60.5,6.8,685,42703,22798,90.4,49.4,16.6,95400,0.963294908
Clark,0,0,day_60,320,0,0,0,0,0,0,0,0,8.08E-05,5.16E-05,0,0,0,0,0,0.00014881,0,0,0,0,0,0,0,0,0,0,0,0,0.001180273,0.000586628,0,0,0,0,0,0.000494106,0,0,0,0,0,0,0,0,0,0,0,0,0.028125,0.0125,0,0,0,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024628155,0,0,0,0,0,0,0,0,0,0.01250004,0,0.056135709,0,0,0,0,0,0,0,0.03554939,0,0,0,0,0,0,0,0,0,0.012500003,0,0.049397693,0,0,0,0,0,0,0,0.024537037,0,0,0,0,0,0,0,0,0,0.0125,0,0.05625,0,0,0,0,136827,11.4,87.2,60.6,7.7,736,43625,25300,92.7,48.1,16.6,107300,0.865754132
Auglaize,42,0,day_95,155,7.42E-05,0.000363507,0.006451613,2.72E-05,0,0,0,0,9.30E-05,0,0,0,0,8.72E-05,0,0,0,0,2.75E-05,0,0,0,0,0.000242982,0,0,0,0,0.001731704,0,0,0,0,0.000749985,0,0,0,0,0.000244022,0,0,0,0,0.006451613,0,0,0,0,0.032258065,0,0,0,0,0.006451613,0,0,0,0,0.006451613,0,0,0,0,0.031827667,0.019865805,0.032258065,0,0,0,0,0,0.00323125,0,0,0,0,0,0.029624899,0.006392,0,0,0.064611646,0,0,0,0,0,0,0,0,0,0.003724834,0,0,0,0,0,0.045205507,0.003724844,0,0,0.072476607,0,0,0,0,0,0,0,0,0,0.003225807,0,0,0,0,0,0.029032259,0.006451613,0,0,0.06451613,0,0,0,0,45873,11,93.5,67,3.4,758,54274,30438,95.7,59.4,9,143100,0.970007427
Noble,21,0,day_106,38,0,0,0,0.000111982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001716653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0,0,0,14508,13.2,86.2,36,4.8,499,41708,21206,94.4,53.8,12.9,91300,0.923506691
Mercer,14,0,day_87,349,3.29E-05,0.000161443,0.00286533,1.21E-05,0,0,0,0,4.95E-05,1.18E-05,0,0,0,0,0,0,0,0,1.22E-05,2.19E-05,0,0,0,0.000132168,0,0,0,0,0.000727879,0.000106563,0,0,0,0,0,0,0,0,0.000132734,0.000145653,0,0,0,0.00286533,0,0,0,0,0.017191977,0.00286533,0,0,0,0,0,0,0,0,0.00286533,0.00286533,0,0,0,0.014112268,0.008822925,0.01432665,0,0,0,0.00563202,0,0.0014335,0,0,0,0,0,0,0.0028435,0,0,0.03439007,0,0,0,0.014711444,0,0,0,0.006457669,0,0.002026097,0,0,0,0,0,0,0.002026097,0,0,0.030463751,0,0,0,0.013234401,0,0,0,0.005624537,0,0.001432665,0,0,0,0,0,0,0.00286533,0,0,0.034383954,0,0,0,0.014702431,40863,11,92.7,68.2,3.9,697,53099,29300,95.2,59.6,7.4,137900,0.970974633
Erie,0,0,day_73,91,0,0,0,0,0,0,0,0,0.000189194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002181924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065934066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13144232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09131956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131868132,0,0,0,0,76141,10.9,91.6,62.1,6.5,793,48011,27960,93.1,49.2,13,132400,0.860579283
Putnam,0,0,day_19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34184,10.7,92.7,69.2,2.9,744,60524,31336,96.7,63.2,7.2,147200,0.946969474
Lake,0,0,day_42,1205,0,0,0,1.41E-05,9.32E-06,0,0,2.00E-05,1.67E-05,3.10E-05,0,0.000246179,0,1.09E-05,0,0.000207469,0,0,7.11E-06,0,0,0,0,0.000132044,6.26E-05,0,0,8.30E-05,0.00031185,0.000465456,0,0.002664002,0,5.57E-05,0,0.000710425,0,0,9.28E-05,0,0,0,0,0.003319502,0.000829876,0,0,0.001659751,0.005809129,0.00746888,0,0.032365145,0,0.000829876,0,0.004149378,0,0,0.001659751,0,0,0,0,0,0,0,0,0,0.06603459,0.014795985,0,0.000835425,0,0,0,0,0,0.003703112,0.0033135,0.017427396,0.001138084,0.011602306,0.005439999,0,0,0,0,0,0.06243374,0.028206422,0,0.001416531,0,0,0,0,0,0.003357329,0.002024196,0.017972489,0.001660966,0.013051786,0.002524074,0,0,0,0,0,0.066271487,0.014661135,0,0.000829876,0,0,0,0,0,0.003734442,0.003319502,0.016597512,0.001101472,0.011618258,0.005643153,0,0,0,229437,11.6,92.1,65.8,4.8,935,58029,31346,94.2,52,8.3,150100,0.917671233
Hocking,0,0,day_35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28914,10.5,89.3,59.1,7.4,653,42170,24166,91.5,54.9,14.2,118400,0.970820051
Brown,0,0,day_42,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000518038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003396274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122256972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146315963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12121212,0,0,0,0,0,0,0,0,0,0,44247,11,86.2,58.7,6.5,756,45568,25011,91.7,54.6,17.8,118600,0.972076988
Ashland,0,0,day_3,146,0,0,0,0,0,0,0,0,1.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000259996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013686553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010881552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01369863,0,0,0,0,53189,10.7,88.4,61.6,4.2,753,48003,25703,90.5,52.8,14.2,122000,0.968873712
Lake,889,18,day_107,1476,3.95E-05,0.000235969,0.003387534,3.73E-05,0,0,4.17E-05,2.48E-05,1.95E-05,3.65E-05,0,3.08E-05,0,0,0,0.000400198,6.10E-06,0,1.16E-05,2.61E-05,0,0,0,0.000435681,0,0,0.000156298,0.000101626,0.000291564,0.000536119,0,0.000280087,0,0,0,0.001576424,4.57E-05,0,0.00013854,0.00021289,0,0,0,0.008807588,0,0,0.001355014,0.00203252,0.006775068,0.008807588,0,0.004065041,0,0,0,0.008130081,0.000677507,0,0.002710027,0.003387534,0,0,0,0.0169433,0.012895801,0.01693767,0,0,0.008261734,0.017421079,0,0.001363,0.008006401,0,0.0013786,0,0,0,0.0087655,0.033616632,0,0.013547603,0.006745599,0,0,0.017532817,0,0,0.006564139,0.032488568,0,0.002114721,0.00738415,0,0.001917223,0,0,0,0.006678863,0.039880723,0,0.012202761,0.0030905,0,0,0.019343725,0,0,0.008323655,0.017288969,0,0.001355014,0.008130084,0,0.001355014,0,0,0,0.008807588,0.032520324,0,0.013550136,0.006910568,0,0,0.017381937,229437,11.6,92.1,65.8,4.8,935,58029,31346,94.2,52,8.3,150100,0.917671233
Hancock,0,0,day_73,443,0.000130953,0.000822146,0.011286682,1.91E-05,0,0,0,0,5.83E-05,0,0,0,5.94E-05,0,0,0,2.05E-05,0,3.85E-05,0.000208245,0,0.000155678,0,0.000232269,0,0,0,0,0.000739738,0,0,0,0.000300978,0,0,0,0.000215229,0,0.000379899,0.001790331,0,0.001185611,0,0.004514673,0,0,0,0,0.020316027,0,0,0,0.004514673,0,0,0,0.002257336,0,0.009029345,0.027088036,0,0.009029345,0,0.056171543,0.044930612,0.05643341,0,0,0,0,0.023916317,0.00452375,0,0,0.004633,0.036740009,0,0,0.0044885,0,0,0.04050386,0,0,0,0.139889711,0,0,0,0,0.032962949,0.005798907,0,0,0.009029363,0.051077686,0,0,0.003560616,0,0,0.030960083,0,0,0,0.162674015,0,0,0,0,0.018058692,0.004514673,0,0,0.004514672,0.03611738,0,0,0.004514673,0,0,0.040632054,0,0,0,0.138992709,75428,13.3,92.5,65.7,4.5,801,50895,29032,94,53.3,12.1,132600,0.926034327
Jackson,0,0,day_12,110,0,0,0,0,0,0,0.000293255,0,0,0,0,0,0,0,0,0.000454545,0,0,0,0,0,0,0,0,0,0,0.001632775,0,0,0,0,0,0,0,0,0.002032789,0,0,0,0,0,0,0,0,0,0,0.009090909,0,0,0,0,0,0,0,0,0.009090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056304964,0,0,0,0,0,0,0.03818178,0,0,0,0,0,0,0,0,0,0,0,0,0.077138899,0,0,0,0,0,0,0.051425946,0,0,0,0,0,0,0,0,0,0,0,0,0.054545454,0,0,0,0,0,0,0.036363636,0,0,0,0,0,0,32854,12.4,83.8,58.8,10.8,666,39460,22961,90.3,51.1,20.6,93900,0.968673369
Trumbull,0,0,day_22,408,0,0,0,5.15E-05,5.57E-05,5.33E-05,0,3.06E-05,2.10E-05,1.02E-05,0,0,0,0,0,0,0,0,0.000105057,0,0,0,0,0.000454334,0.000522551,0.000361377,0,0.000274028,0.000183472,0.000157882,0,0,0,0,0,0,0,0,0.00095765,0,0,0,0,0.012254902,0.004901961,0.00245098,0,0.00245098,0.007352941,0.00245098,0,0,0,0,0,0,0,0,0.024509804,0,0,0,0,0,0,0,0,0,0,0.004868356,0,0.012344198,0,0.021198372,0,0,0,0,0.0121025,0,0.006801639,0.014589726,0.008323199,0,0,0,0,0,0,0.009567577,0,0.014617893,0,0.024412895,0,0,0,0,0.006964808,0,0.013864845,0.007678811,0.008333335,0,0,0,0,0,0,0.004811183,0,0.012254902,0,0.020938372,0,0,0,0,0.012254902,0,0.006506239,0.014705882,0.008333332,0,0,0,206373,11.1,89,56.4,5.9,661,43073,25800,91.7,49.1,17.2,101600,0.885723981
Sandusky,0,0,day_39,762,0,0,0,1.65E-05,0,0,0,0,2.64E-05,7.07E-05,0,2.00E-05,0,0,0,0,0,0,1.11E-05,0,0,0,0,0.000104847,0,0,0,0,0.000319528,0.001063226,0,0.000195736,0,0,0,0,0,0,0.000121073,0,0,0,0,0.003937008,0,0,0,0,0.009186352,0.017060367,0,0.002624672,0,0,0,0,0,0,0.002624672,0,0,0,0,0,0,0,0,0,0.005364762,0.033744391,0,0.00130425,0,0,0,0,0,0,0.0038775,0,0,0.01834137,0,0,0,0,0,0,0.004587283,0.064431012,0,0.001848099,0,0,0,0,0,0,0.001607274,0,0,0.013373131,0,0,0,0,0,0,0.005374328,0.033488869,0,0.001312336,0,0,0,0,0,0,0.003937008,0,0,0.018372704,0,0,0,0,60187,11,89.5,63.3,5.4,717,47209,26196,93,50.7,13.6,111900,0.898671905
Hancock,0,0,day_19,403,0,0,0,0,0,0,0,0,5.70E-05,9.26E-05,0,0,0,0,0,0,0,0,0,0,0,4.28E-05,0,0,0,0,0,0,0.000753538,0.001277374,0,0,0,0,0,0,0,0,0,0,0,0.000325822,0,0,0,0,0,0,0.019851117,0.022332506,0,0,0,0,0,0,0,0,0,0,0,0.00248139,0,0,0,0,0,0,0,0.044197039,0,0,0,0,0,0.0101008,0,0,0,0,0,0.039600686,0,0,0,0,0,0,0,0.077408283,0,0,0,0,0,0.014036842,0,0,0,0,0,0.031537651,0,0,0,0,0,0,0,0.043837882,0,0,0,0,0,0.00992556,0,0,0,0,0,0.039702234,0,0,0,0,75428,13.3,92.5,65.7,4.5,801,50895,29032,94,53.3,12.1,132600,0.926034327
Trumbull,1085,24,day_102,774,1.40E-05,0.000133734,0.00129199,5.41E-05,1.45E-05,0,0,0,9.60E-05,0,0,9.79E-06,0,0,0,0,1.17E-05,0,5.55E-06,9.50E-06,0,0,0,0.000415818,9.74E-05,0,0,0,0.000941464,0,0,7.98E-05,0,0,0,0,0.000123186,0,8.46E-05,4.02E-05,0,0,0,0.012919897,0.00129199,0,0,0,0.033591731,0,0,0.00129199,0,0,0,0,0.00129199,0,0.00129199,0.00129199,0,0,0,0.00600522,0.007308617,0.00645995,0,0,0.002626051,0,0,0.000652125,0,0,0.0026442,0,0,0,0.0127135,0,0.001770624,0.066695892,0,0,0,0.006381677,0,0,0.001870198,0,0,0.001291363,0,0,0.005167943,0,0,0,0.006374369,0,0.002584314,0.039402875,0,0,0,0.003652674,0,0,0.002645503,0,0,0.000645995,0,0,0.00258398,0,0,0,0.012919897,0,0.001714823,0.067183462,0,0,0,0.006629391,206373,11.1,89,56.4,5.9,661,43073,25800,91.7,49.1,17.2,101600,0.885723981
Holmes,0,0,day_62,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43436,12.1,58.2,65.3,2.8,704,51996,25234,59.8,59.7,12,183800,0.984523375
Columbiana,133,6,day_92,269,0,0,0,1.56E-05,0,0,0,0,1.06E-05,0,0,0,0,0.000276911,0,0,0,0,6.35E-05,0.000229654,0,0,0,0.000121251,0,0,0,0,9.98E-05,0,0,0,0,0.001031428,0,0,0,0,0.000688834,0.002234979,0,0,0,0.003717472,0,0,0,0,0.003717472,0,0,0,0,0.022304833,0,0,0,0,0.014869888,0.029739777,0,0,0,0,0,0,0,0,0,0,0,0.00746125,0,0,0,0,0,0.094076379,0.003666,0,0,0.007364338,0,0,0,0.154271323,0,0,0,0,0,0.010514595,0,0,0,0,0,0.062169545,0.001858743,0,0,0.004176906,0,0,0,0.20307586,0,0,0,0,0,0.007434944,0,0,0,0,0,0.100371749,0.003717472,0,0,0.007434944,0,0,0,0.152599184,105987,11,87.5,58,7.5,656,44497,23781,91.3,52,15.4,104300,0.949781993
Butler,0,0,day_19,831,0,0,0,0,0,0,0,0,4.14E-05,2.99E-05,0,9.12E-06,1.50E-05,3.07E-05,0,6.02E-05,3.17E-05,0,3.09E-05,1.84E-05,0,0,0,0,0,0,0,0,0.000529575,0.000331459,0,7.43E-05,5.67E-05,0.000122817,0,0.000269082,0.000155521,0,0.000377184,0.000105951,0,0,0,0,0,0,0,0,0.014440433,0.007220217,0,0.001203369,0.001203369,0.002406739,0,0.001203369,0.003610108,0,0.007220217,0.002406739,0,0,0,0,0,0,0,0,0.002446332,0.014270966,0.006039474,0.00363075,0,0,0.0071642,0,0,0.010429867,0,0.0050568,0,0.028762604,0,0,0,0.0123603,0,0,0.0017413,0.020086265,0.006209754,0.005757464,0,0,0.006524472,0,0,0.007402821,0,0.006807296,0,0.02216418,0,0,0,0.009626977,0,0,0.002464041,0.014173019,0.004813476,0.003610109,0,0,0.007220216,0,0,0.010830326,0,0.004813476,0,0.028880866,0,0,0,0.012349333,372538,11.6,90.1,64.7,5.4,967,57540,29969,93.2,49.9,12.9,162300,0.8535435
Fulton,0,0,day_54,174,0,0,0,0,0,0,0,0,0,0.000143082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068291584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134605528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067688379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42485,10.9,91.1,66.2,5.9,819,55120,27595,95.1,58.6,10.6,134700,0.937464536
Tuscarawas,0,0,day_22,234,0,0,0,1.73E-05,0,0,0.000104232,5.34E-05,4.80E-05,0,0,0,0,0,0,0,0,0,3.50E-05,0,0,0,0,7.73E-05,0,0,0.000205135,0.000477792,0.000254512,0,0,0,0,0,0,0,0,0,0.000155298,0,0,0,0,0.004273504,0,0,0.004273504,0.004273504,0.017094017,0,0,0,0,0,0,0,0,0,0.008547009,0,0,0,0,0,0,0,0,0,0,0,0,0.0041125,0.020012545,0,0,0,0,0,0.0040655,0,0,0.033347946,0.014524798,0,0,0,0,0,0,0,0,0.002370521,0.009691408,0,0,0,0,0,0.001184987,0,0,0.010652032,0.014529905,0,0,0,0,0,0,0,0,0.004273505,0.025641024,0,0,0,0,0,0.004273504,0,0,0.034188034,0.014529914,0,0,0,92697,11.4,86.3,62,4.9,722,45310,25370,90.3,54.2,13.8,117100,0.968172829
Sandusky,49,3,day_100,977,2.41E-05,0.000199775,0.002047083,8.69E-06,0,0,0,0,2.65E-05,7.22E-05,0,0,0,5.50E-05,0,0,0,0,0,1.59E-05,0,0,0,0.000113981,0,0,0,0,0.000418766,0.001120846,0,0,0,0.000355949,0,0,0,0,0,0.000180236,0,0,0,0.002047083,0,0,0,0,0.009211873,0.017400205,0,0,0,0.004094166,0,0,0,0,0,0.002047083,0,0,0,0.010337558,0.010917785,0.010235415,0,0,0,0.034460326,0,0,0,0,0,0,0,0.018685429,0.00204215,0,0,0.018410845,0,0,0,0.010680911,0,0,0,0.067922758,0,0,0,0,0,0,0,0.021454903,0.001747296,0,0,0.017526516,0,0,0,0.0163767,0,0,0,0.034155958,0,0,0,0,0,0,0,0.018423747,0.002047083,0,0,0.018423746,0,0,0,0.010503885,60187,11,89.5,63.3,5.4,717,47209,26196,93,50.7,13.6,111900,0.898671905
Mercer,0,0,day_13,139,0,0,0,3.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04E-05,0,0,0,0,0.000209878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210777,0,0,0,0,0.007194245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007194245,0,0,0,0,0,0,0,0,0,0,0,0,0.003572,0,0,0,0,0,0,0.0070735,0,0,0,0,0,0,0,0,0,0,0,0,0.003217371,0,0,0,0,0,0,0.003217369,0,0,0,0,0,0,0,0,0,0,0,0,0.003597123,0,0,0,0,0,0,0.007194245,0,0,0,0,0,0,0,40863,11,92.7,68.2,3.9,697,53099,29300,95.2,59.6,7.4,137900,0.970974633
Madison,0,0,day_9,192,0,0,0,4.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008891186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0,0,0,0,0,43456,13.3,86.6,55.8,5.4,931,57406,30673,92.3,46.6,10.2,156700,0.904852282
